Promt P,Promt N,Workflow,Count
"A young adult woman in her late 20s with a confident and focused expression uses a modern laptop equipped with a refreshable braille display, her fingertips gently resting on the actively changing pins (sharp focus on fingertips and braille pins:1.3), photorealistic, Canon EOS R5, 50mm f/1.8, shallow depth of field, medium close-up from mid-chest up, eye-level angle, in a bright modern home office or minimalist coffee shop with soft natural sunlight, warm optimistic atmosphere, smart-casual attire like a neutral-toned knit sweater, elegant minimal jewelry, clean contemporary environment with warm muted colors, soft-focused background, professional and empowering mood","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Macro photograph of an elevator button with raised Braille dots (extreme close-up:1.2), brushed stainless steel surface, shallow depth of field, sharp focus on Braille, minimalist dark background, professional commercial photography style, high detail, soft directional lighting highlighting texture, Canon EOS R5 with 100mm f/2.8 macro lens, ISO 100, cool neutral tones","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Two young students, a boy and a girl aged 8-10, seated at simple wooden desks and attentively focused on a whiteboard with educational diagrams, photorealistic documentary style, Canon EOS R5, 50mm f/1.8, medium shot with slight angle to include whiteboard and children's profiles, shallow depth of field softly blurring background, modest classroom with plain walls, faded educational posters, and natural daylight filtering through a simple window, soft natural light creating gentle shadows and warm highlights, authentic candid mood with subtle film grain, Helvetica font ""2+2=4"" on whiteboard","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A South Asian woman in her early 30s, wearing a smart blazer, gesturing energetically toward a projected data visualization on a whiteboard while holding a marker, photorealistic, Canon EOS R5, 50mm f/1.2 lens, medium shot from low angle, shallow depth of field f/2.8, sharp focus on educator, in a modern bright classroom with a lectern and laptop, soft blurred background, cinematic lighting with cool rim light from projector beam and warm ambient fill light, inspired professional mood, high detail, 4k resolution","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A bright-eyed 7-year-old girl with a joyful expression wearing a soft pastel sweater holds a modern tablet displaying colorful educational animations, Photorealistic, Canon EOS R5, 50mm f/1.2, f/2.8, medium close-up with shallow depth of field, minimalist background with subtle indoor plants and bookshelves, soft diffused natural lighting from side creating gentle highlights and shadows, authentic uplifting mood, warm soft tones contrasted with bright engaging tablet screen colors","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A focused 17-year-old Asian female studying intently at a minimalist wooden table in a modern library, leaning forward with hands on a sleek laptop keyboard and an open textbook nearby, photorealistic, professional commercial photography, Canon EOS R5, 50mm f/1.2, f/2.8 aperture, shallow depth of field, eye-level slightly off-center angle, modern library background with floor-to-ceiling bookshelves and blurred studying peers, soft natural lighting from large windows with warm ambient indoor lighting, subtle rim light, creamy bokeh effect, warm neutral color palette with cream, light wood tones, and soft grey, laptop screen displaying an educational graphic, high detail, sharp focus on subject and study materials, aspirational and serene mood","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A 9-year-old boy's hands writing in a workbook with a yellow pencil (action:1.2), photorealistic commercial lifestyle photography, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, extreme close-up shot with shallow depth of field, softly blurred background, on a wooden desk surface, soft natural daylight from the left casting gentle shadows, warm and encouraging lighting, neutral and warm color palette with off-white textured paper, subtle graphite smudge on hand, partially sharpened pencil with worn eraser, math exercises with neat handwriting visible on page, focused and uplifting atmosphere, authentic and inspiring mood","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A 16-year-old female student with a subtle amazed expression and bright, engaged eyes, looking through a modern microscope with focused curiosity, wearing a dark navy blue lab coat open over a white t-shirt, her long hair in a low ponytail, Photorealistic, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, shallow depth of field, sharp focus on her eyes and the microscope eyepiece, in a contemporary school laboratory with softly blurred background of colorful chemical bottles in glass beakers, shelves, a modern sink, and a periodic table poster, Warm, cinematic sunlight streaming through a large window creating golden hour tones with soft shadows and highlights, vibrant colors, professional commercial photography, captivating moment of discovery","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Three diverse young women (South Asian, Black, East Asian) aged 18-22 collaborating around a large curved monitor, one pointing at code with an enthusiastic smile, one leaning in with an ""aha!"" expression, one offering a supportive smile, photorealistic commercial photography, Canon EOS R5 with 50mm f/1.2 lens, f/2.8 aperture, shallow depth of field, sharp focus on faces and expressions, modern computer lab with soft-focus background of other stations, soft natural morning light from a left window, cool-toned monitor glow filling shadows, vibrant warm color grading, authentic smart-casual attire, natural hairstyles, screen displaying sharp dark-mode IDE with Python code, Helvetica font for code ""print('Hello, World!')""","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A professional adult female scientist, approximately 30-35 years old, examining a luminescent blue liquid in a glass test tube with a subtle intrigued smile, wearing a clean lab coat and protective goggles pushed up on her forehead, photorealistic, Canon EOS R5, 85mm f/2.8 lens, medium close-up from a slightly low angle, in a sleek high-tech laboratory background with soft glowing lights and advanced equipment slightly out of focus, cinematic lighting with key light from front-left and backlight highlighting edges, luminescent blue liquid casting a soft glow on her hands and lower face, cool blues, clean whites, and metallic accents color palette, ISO 100, sharp focus on subject and test tube, authentic skin texture and realistic details","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A scientific laboratory wall poster with colorful diagrams and molecular structures, text intentionally blurred to smooth unreadable shapes, tacked to a clean white wall, photorealistic, commercial photography, Canon EOS R5, 50mm f/1.8, f/2.8, shallow depth of field, even clinical fluorescent lighting with cool tone, edge of metal lab cabinet and faint whiteboard with equations in background, modern scientific aesthetic, professional and intellectual mood, high-resolution stock photo, (crisp focus:1.2)","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A mother assisting her child with homework at a dining table, photorealistic lifestyle photography, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, medium shot from the side capturing both in profile, modern dining table with neatly arranged books, a laptop, and school supplies, subtly blurred contemporary kitchen background with clean lines, soft natural afternoon light from a nearby window casting warm highlights and gentle shadows, warm color palette, sharp focus on subjects with shallow depth of field, authentic expressions of concentration and warmth, high detail, professional lighting, cozy home environment, mother is an Asian woman in her late 30s wearing a simple beige sweater, child is an 8-year-old boy in a casual blue t-shirt focused on writing with a pencil","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A focused Southeast Asian woman in her early 30s, a creative professional wearing a stylish modern blouse, looking at her laptop screen with awe and engagement, medium close-up over-the-shoulder shot, hyper-realistic commercial photography style, Canon EOS R5 with 85mm f/1.8 lens, shallow depth of field, in a bright minimalist home office with soft natural morning light streaming through a window, wooden desk with a steaming ceramic coffee mug, laptop screen displaying a sophisticated glowing dark-mode AI interface with neon blue and purple holographic visualizations of a 3D molecular structure, cinematic lighting with warm ambient tones contrasted with cool screen glow, sharp focus on her face and the screen, (text:1.2) ""Analysis complete. The optimal solution is highlighted.""","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A diverse group of three professionals in their early 30s (two women and one man) collaborating around a large curved monitor, with the central woman pointing at a data visualization on the screen while the others lean in attentively, Photorealistic, Canon EOS R5, 50mm f/1.8, f/2.8, in a bright, minimally decorated modern office with large windows, soft natural daylight from the left with subtle ambient office lighting, cool color palette of blues, grays, and whites with warm skin tones and subtle pops of color in clothing like a maroon blouse and teal tie, business casual attire, sleek futuristic dashboard on the monitor showing AI-themed icons and vibrant charts, minimalist desk, ergonomic chairs, small potted plant, collaborative and optimistic atmosphere","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Professional photography headshot silhouette of a young adult woman (25 years old) with sleek pulled-back hair, angled slightly from the side emphasizing facial contours, overlaid with a glowing intricate network of AI-inspired icons (neural nodes, data streams, circuit patterns) seamlessly integrated into the silhouette, emitting a soft cyan/blue glow illuminating parts subtly, photorealistic, Canon EOS R5, 85mm f/1.2 lens, shallow depth of field, high resolution, crisp details, against a deep indigo background, dramatic backlighting creating sharp high-contrast, modern minimalist aesthetic, futuristic and introspective mood, commercial style","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Hyper-realistic macro photograph of a smartphone screen displaying a chat conversation with virtual assistant Aria, showing a clean white speech bubble with incoming message text. Photorealistic, Canon EOS R5, 50mm f/1.2 macro lens, f/2.8 aperture, shallow depth of field. Modern edge-to-edge smartphone display with minimalist dark charcoal gray UI background, electric blue accents on assistant name and highlights. Soft diffused ambient lighting, subtle top-to-bottom screen gradient for dimension, no reflections or smudges. Sleek sans-serif font for assistant name, message text in clean modern typeface: ""Your meeting reminders are set. Would you like me to schedule a taxi for 3 PM?""","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A team of three professionals (two women in their late 20s and one man in his early 30s) collaborating around a large wall-mounted screen displaying vibrant data visualizations (bar charts and graphs), one woman pointing at the screen, another taking notes on a tablet, and the man leaning in thoughtfully, photorealistic, professional commercial photography, Canon EOS R5, 50mm f/1.2, f/2.8, sharp focus, in a minimalist co-working space with exposed brick walls, modern furniture, potted plants, whiteboard with sketched ideas in the background, notebooks, laptops, and coffee mugs on the table, smart-casual attire, soft diffused natural light from large windows blended with warm ambient indoor lighting, energetic and aspirational atmosphere, authentic interactions, focused and optimistic expressions","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A confident Southeast Asian woman in her late 20s, modern cafe owner, standing outside her charming cafe reviewing a tablet with a slight smile of satisfaction, photorealistic, Canon EOS R5, 85mm lens, f/2.8 aperture, shallow depth of field, medium shot from a slightly low angle, warm golden hour sunlight, cinematic lighting, hyper-detailed, commercial photography, charming independent cafe exterior with light brick facade, large windows, outdoor tables, lush green plants, minimalist wooden sign above the door, daily specials blackboard on easel, neutral-toned professional-casual wardrobe, sleek leather apron with subtle logo","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Professional flat lay photography, birds-eye view of a modern home office workspace for a successful online small business, featuring a sleek silver laptop open with an e-commerce dashboard on screen, a minimalist white ceramic mug with a thin gold pattern next to it, an open branded shipping box with a second mug nestled in brown kraft paper shred, a clean ""Thank You"" sticker on the box in a modern sans-serif font, additional elements including a small succulent plant, a black notebook with a gold pen, a smartphone showing a sale notification, and a cup of coffee with steam, all arranged on a light oak wood desk, bright soft natural morning light from the left creating soft shadows, sharp focus, deep depth of field, clean and aspirational composition, commercial style, Photorealistic, Canon EOS R5, 50mm f/2.8, ""Thank You""","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A female solopreneur in her late 20s to early 30s, wearing smart-casual attire, leaning forward thoughtfully with fingers on her laptop keyboard, eyes focused on the screen and handwritten notes (1.2), Photorealistic, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, medium shot from the waist up with a slight side angle, shallow depth of field, In an urban minimalist café with exposed brick walls, wooden tables, and subtle greenery softly blurred in the background, Soft, directional natural morning light streaming through a window, creating gentle shadows and highlights, warm and aspirational atmosphere, An open MacBook displaying a business analytics dashboard, a Moleskine-style notebook open with handwritten ideas and sketches, a half-finished latte in a ceramic mug nearby, warm neutral color palette with muted earthy green or soft blue accents, determined and professionally relaxed mood, sharp focus on hands, laptop, and notes, cinematic commercial photography style, ""Modern Solopreneur: Focused Ambition""","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2), overly staged, clichéd symbols, dollar signs, glowing lightbulbs, excessive clutter, generic poses",Qwen_lp_vector,2
"Four identical modern pedal-operated stainless steel kitchen waste bins with matte finish, neatly aligned against a light grey textured wall, each bin lid open showing contents: first bin with coffee grounds and banana peel, second bin with crushed blue plastic water bottle, third bin with crumpled white office paper, fourth bin with clear glass jam jar. Photorealistic commercial lifestyle photography, Canon EOS R5, 50mm f/1.8, f/2.8 aperture, shallow depth of field focusing on bin labels and contents, hyper-realistic detail, sharp focus. Set in modern sunlit kitchen with soft-focus background showing marble countertop, wooden cutting board, and small potted succulent. Bright natural daylight from camera left, soft highlights and shadows, clean crisp lighting. Muted color palette with light grey, warm white, and stainless steel dominant, accent colors from waste items. Minimalist large clear icons and text labels on bins: ♻️ ORGANIC, ♻️ PLASTIC, ♻️ PAPER, ♻️ GLASS. Positive, organized, clean modern mood.","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
